-280.98062615445815,534.4710687811914
707.523550865532,534.43317659092
726.5536637995866,529.4949076372486
744.9281067381324,522.1179267711946
764.9729535801824,514.0703112809538
783.3473965187283,506.6933304148997
801.7218394572741,499.31634954884566
821.7666862993241,491.26873405860505
841.2473994358379,489.1684936022222
859.3273680390876,496.71991264683106
872.2243156145082,513.7115648322283
874.6348902651395,533.156315386954
866.2775192380033,552.7828752043913
850.5888358318839,564.5206095370609
831.2479206213583,568.4324751520386
809.8441439967581,571.3373583173681
790.224015424208,574.0001678855867
770.6038868516579,576.6629774538054
749.2001102270577,579.5678606191349
729.5799816545076,582.2306701873536
708.1762050299075,585.1355533526836
707.5271999701988,585.2236351854007
-280.98062615445815,585.261530026586
-390.901545657689,521.7730088375407
