10885.08579659746,12603.270336866572
10885.08579659746,12734.917229258544
10904.585796597545,12729.629308980566
10904.585796597545,12603.270336866572
10924.08579659763,12603.270336866572
10924.08579659763,12715.593140991044
10943.585796597716,12701.556973001525
10943.585796597716,12603.270336866572
10963.085796597801,12603.270336866572
10963.085796597801,12687.520805012004
10982.585796597887,12673.484637022482
10982.585796597887,12603.270336866572
11002.085796597972,12603.270336866572
11002.085796597972,12659.448469032961
11021.585796597408,12645.412301043441
11021.585796597408,12603.270336866572
11041.085796597494,12603.270336866572
11041.085796597494,12631.37613305392
11060.58579659758,12617.339965064197
11060.58579659758,12603.270336866572
11080.085796597665,12603.270336866572
11080.085796597665,12603.303797074675
